text,target
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
បទថ្មីនេះមានទាស់។,Positive
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
គុណភាពទំនិញល្អណាស់។,Positive
ផលិតផលនេះគុណភាពល្អណាស់។,Positive
ផលិតផលនេះគុណភាពទាប។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ផលិតផលនេះគុណភាពទាប។,Negative
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
បទចម្រៀងនេះមិនល្អ។,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive
បទថ្មីនេះមានទាស់។,Positive
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ការដឹកជញ្ជូនលឿនល្អឥតខ្ចោះ។,Positive
ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ម៉ាកនេះមិនគួរជឿទុកចិត្ត។,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
បទថ្មីនេះមានទាស់។,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
រឿងថ្មីនេះល្អឥតខ្ចោះ។,Positive
